Pair,Delta (microHz)
34.495870-31.565415,2.930455
34.535258-31.565415,2.969843
34.606156-31.565415,3.040741
34.645544-31.565415,3.080129
35.055177-31.565415,3.489762
35.133953-31.565415,3.568538
35.157586-31.565415,3.592171
35.212729-31.565415,3.647314
35.228484-31.565415,3.663069
35.259994-31.565415,3.694579
35.291505-31.565415,3.726090
35.330892-31.565415,3.765477
35.354525-31.565415,3.789110
35.370280-31.565415,3.804865
35.393913-31.565415,3.828498
35.417546-31.565415,3.852131
35.433301-31.565415,3.867886
35.480566-31.565415,3.915151
35.519954-31.565415,3.954539
35.535709-31.565415,3.970294
35.575097-31.565415,4.009682
35.606607-31.565415,4.041192
35.638118-31.565415,4.072703
35.685383-31.565415,4.119968
35.740526-31.565415,4.175111
35.795669-31.565415,4.230254
35.819302-31.565415,4.253887
35.890200-31.565415,4.324785
35.921710-31.565415,4.356295
35.937465-31.565415,4.372050
35.953220-31.565415,4.387805
35.992608-31.565415,4.427193
36.016241-31.565415,4.450826
36.031996-31.565415,4.466581
36.047751-31.565415,4.482336
36.063506-31.565415,4.498091
36.079261-31.565415,4.513846
36.095016-31.565415,4.529601
36.118649-31.565415,4.553234
36.142282-31.565415,4.576867
36.173792-31.565415,4.608377
36.197425-31.565415,4.632010
36.228935-31.565415,4.663520
36.252568-31.565415,4.687153
36.268323-31.565415,4.702908
36.323466-31.565415,4.758051
36.394364-31.565415,4.828949
37.914735-31.565415,6.349320
37.977755-31.565415,6.412340
38.040776-31.565415,6.475361
38.064408-31.565415,6.498993
38.111674-31.565415,6.546259
38.158939-31.565415,6.593524
38.190450-31.565415,6.625035
38.206205-31.565415,6.640790
38.245593-31.565415,6.680178
38.269225-31.565415,6.703810
38.308613-31.565415,6.743198
38.324368-31.565415,6.758953
38.340123-31.565415,6.774708
38.355878-31.565415,6.790463
38.379511-31.565415,6.814096
38.395266-31.565415,6.829851
38.426777-31.565415,6.861362
38.466164-31.565415,6.900749
38.497675-31.565415,6.932260
38.615838-31.565415,7.050423
38.631593-31.565415,7.066178
38.663104-31.565415,7.097689
38.718247-31.565415,7.152832
38.773390-31.565415,7.207975
38.875798-31.565415,7.310383
38.899431-31.565415,7.334016
38.970329-31.565415,7.404914
39.238166-31.565415,7.672751
39.324819-31.565415,7.759404
39.348452-31.565415,7.783037
39.450860-31.565415,7.885445
39.608412-31.565415,8.042997
39.671432-31.565415,8.106017
39.718698-31.565415,8.153283
39.742330-31.565415,8.176915
39.797473-31.565415,8.232058
39.836861-31.565415,8.271446
39.923514-31.565415,8.358099
39.986535-31.565415,8.421120
40.025923-31.565415,8.460508
40.041678-31.565415,8.476263
40.057433-31.565415,8.492018
40.112576-31.565415,8.547161
40.128331-31.565415,8.562916
40.183474-31.565415,8.618059
40.230740-31.565415,8.665325
40.254372-31.565415,8.688957
40.270127-31.565415,8.704712
40.301638-31.565415,8.736223
40.348903-31.565415,8.783488
40.388291-31.565415,8.822876
40.419801-31.565415,8.854386
40.435556-31.565415,8.870141
40.608863-31.565415,9.043448
40.750659-31.565415,9.185244
42.302540-31.565415,10.737125
42.349805-31.565415,10.784390
42.365561-31.565415,10.800146
42.404948-31.565415,10.839533
42.444336-31.565415,10.878921
42.460091-31.565415,10.894676
42.491602-31.565415,10.926187
42.562500-31.565415,10.997085
42.586132-31.565415,11.020717
42.814582-31.565415,11.249167
42.861847-31.565415,11.296432
43.050909-31.565415,11.485494
43.838666-31.565415,12.273251
43.996217-31.565415,12.430802
44.130136-31.565415,12.564721
44.145891-31.565415,12.580476
44.169524-31.565415,12.604109
44.248299-31.565415,12.682884
44.516137-31.565415,12.950722
46.776999-31.565415,15.211584
31.636313-31.589048,0.047265
31.707211-31.589048,0.118163
31.722966-31.589048,0.133918
31.738721-31.589048,0.149673
31.762354-31.589048,0.173306
31.793864-31.589048,0.204816
31.833252-31.589048,0.244204
31.849007-31.589048,0.259959
31.888395-31.589048,0.299347
31.912028-31.589048,0.322980
31.943538-31.589048,0.354490
31.990804-31.589048,0.401756
32.022314-31.589048,0.433266
32.053824-31.589048,0.464776
32.069579-31.589048,0.480531
32.093212-31.589048,0.504164
32.132600-31.589048,0.543552
32.148355-31.589048,0.559307
32.187743-31.589048,0.598695
32.235008-31.589048,0.645960
32.290151-31.589048,0.701103
32.313784-31.589048,0.724736
32.447702-31.589048,0.858654
32.494968-31.589048,0.905920
32.526478-31.589048,0.937430
32.557988-31.589048,0.968940
32.573744-31.589048,0.984696
32.715540-31.589048,1.126492
33.345745-31.589048,1.756697
33.377256-31.589048,1.788208
33.416643-31.589048,1.827595
33.456031-31.589048,1.866983
33.582072-31.589048,1.993024
33.660848-31.589048,2.071800
33.708113-31.589048,2.119065
33.723868-31.589048,2.134820
33.747501-31.589048,2.158453
33.771134-31.589048,2.182086
33.786889-31.589048,2.197841
33.842032-31.589048,2.252984
33.857787-31.589048,2.268739
33.873542-31.589048,2.284494
33.897175-31.589048,2.308127
33.920808-31.589048,2.331760
33.936563-31.589048,2.347515
33.968073-31.589048,2.379025
34.007461-31.589048,2.418413
34.031094-31.589048,2.442046
34.070481-31.589048,2.481433
34.101992-31.589048,2.512944
34.117747-31.589048,2.528699
34.141380-31.589048,2.552332
34.157135-31.589048,2.568087
34.204400-31.589048,2.615352
34.228033-31.589048,2.638985
34.259543-31.589048,2.670495
34.275298-31.589048,2.686250
34.306809-31.589048,2.717761
34.330441-31.589048,2.741393
34.354074-31.589048,2.765026
34.401339-31.589048,2.812291
34.417094-31.589048,2.828046
34.456482-31.589048,2.867434
34.480115-31.589048,2.891067
34.495870-31.589048,2.906822
34.535258-31.589048,2.946210
34.606156-31.589048,3.017108
34.645544-31.589048,3.056496
35.055177-31.589048,3.466129
35.133953-31.589048,3.544905
35.157586-31.589048,3.568538
35.212729-31.589048,3.623681
35.228484-31.589048,3.639436
35.259994-31.589048,3.670946
35.291505-31.589048,3.702457
35.330892-31.589048,3.741844
35.354525-31.589048,3.765477
35.370280-31.589048,3.781232
35.393913-31.589048,3.804865
35.417546-31.589048,3.828498
35.433301-31.589048,3.844253
35.480566-31.589048,3.891518
35.519954-31.589048,3.930906
35.535709-31.589048,3.946661
35.575097-31.589048,3.986049
35.606607-31.589048,4.017559
35.638118-31.589048,4.049070
35.685383-31.589048,4.096335
35.740526-31.589048,4.151478
35.795669-31.589048,4.206621
35.819302-31.589048,4.230254
35.890200-31.589048,4.301152
35.921710-31.589048,4.332662
35.937465-31.589048,4.348417
35.953220-31.589048,4.364172
35.992608-31.589048,4.403560
36.016241-31.589048,4.427193
36.031996-31.589048,4.442948
36.047751-31.589048,4.458703
36.063506-31.589048,4.474458
36.079261-31.589048,4.490213
36.095016-31.589048,4.505968
36.118649-31.589048,4.529601
36.142282-31.589048,4.553234
36.173792-31.589048,4.584744
36.197425-31.589048,4.608377
36.228935-31.589048,4.639887
36.252568-31.589048,4.663520
36.268323-31.589048,4.679275
36.323466-31.589048,4.734418
36.394364-31.589048,4.805316
37.914735-31.589048,6.325687
37.977755-31.589048,6.388707
38.040776-31.589048,6.451728
38.064408-31.589048,6.475360
38.111674-31.589048,6.522626
38.158939-31.589048,6.569891
38.190450-31.589048,6.601402
38.206205-31.589048,6.617157
38.245593-31.589048,6.656545
38.269225-31.589048,6.680177
38.308613-31.589048,6.719565
38.324368-31.589048,6.735320
38.340123-31.589048,6.751075
38.355878-31.589048,6.766830
38.379511-31.589048,6.790463
38.395266-31.589048,6.806218
38.426777-31.589048,6.837729
38.466164-31.589048,6.877116
38.497675-31.589048,6.908627
38.615838-31.589048,7.026790
38.631593-31.589048,7.042545
38.663104-31.589048,7.074056
38.718247-31.589048,7.129199
38.773390-31.589048,7.184342
38.875798-31.589048,7.286750
38.899431-31.589048,7.310383
38.970329-31.589048,7.381281
39.238166-31.589048,7.649118
39.324819-31.589048,7.735771
39.348452-31.589048,7.759404
39.450860-31.589048,7.861812
39.608412-31.589048,8.019364
39.671432-31.589048,8.082384
39.718698-31.589048,8.129650
39.742330-31.589048,8.153282
39.797473-31.589048,8.208425
39.836861-31.589048,8.247813
39.923514-31.589048,8.334466
39.986535-31.589048,8.397487
40.025923-31.589048,8.436875
40.041678-31.589048,8.452630
40.057433-31.589048,8.468385
40.112576-31.589048,8.523528
40.128331-31.589048,8.539283
40.183474-31.589048,8.594426
40.230740-31.589048,8.641692
40.254372-31.589048,8.665324
40.270127-31.589048,8.681079
40.301638-31.589048,8.712590
40.348903-31.589048,8.759855
40.388291-31.589048,8.799243
40.419801-31.589048,8.830753
40.435556-31.589048,8.846508
40.608863-31.589048,9.019815
40.750659-31.589048,9.161611
42.302540-31.589048,10.713492
42.349805-31.589048,10.760757
42.365561-31.589048,10.776513
42.404948-31.589048,10.815900
42.444336-31.589048,10.855288
42.460091-31.589048,10.871043
42.491602-31.589048,10.902554
42.562500-31.589048,10.973452
42.586132-31.589048,10.997084
42.814582-31.589048,11.225534
42.861847-31.589048,11.272799
43.050909-31.589048,11.461861
43.838666-31.589048,12.249618
43.996217-31.589048,12.407169
44.130136-31.589048,12.541088
44.145891-31.589048,12.556843
44.169524-31.589048,12.580476
44.248299-31.589048,12.659251
44.516137-31.589048,12.927089
46.776999-31.589048,15.187951
31.707211-31.636313,0.070898
31.722966-31.636313,0.086653
31.738721-31.636313,0.102408
31.762354-31.636313,0.126041
31.793864-31.636313,0.157551
31.833252-31.636313,0.196939
31.849007-31.636313,0.212694
31.888395-31.636313,0.252082
31.912028-31.636313,0.275715
31.943538-31.636313,0.307225
31.990804-31.636313,0.354491
32.022314-31.636313,0.386001
32.053824-31.636313,0.417511
32.069579-31.636313,0.433266
32.093212-31.636313,0.456899
32.132600-31.636313,0.496287
32.148355-31.636313,0.512042
32.187743-31.636313,0.551430
32.235008-31.636313,0.598695
32.290151-31.636313,0.653838
32.313784-31.636313,0.677471
32.447702-31.636313,0.811389
32.494968-31.636313,0.858655
32.526478-31.636313,0.890165
32.557988-31.636313,0.921675
32.573744-31.636313,0.937431
32.715540-31.636313,1.079227
33.345745-31.636313,1.709432
33.377256-31.636313,1.740943
33.416643-31.636313,1.780330
33.456031-31.636313,1.819718
33.582072-31.636313,1.945759
33.660848-31.636313,2.024535
33.708113-31.636313,2.071800
33.723868-31.636313,2.087555
33.747501-31.636313,2.111188
33.771134-31.636313,2.134821
33.786889-31.636313,2.150576
33.842032-31.636313,2.205719
33.857787-31.636313,2.221474
33.873542-31.636313,2.237229
33.897175-31.636313,2.260862
33.920808-31.636313,2.284495
33.936563-31.636313,2.300250
33.968073-31.636313,2.331760
34.007461-31.636313,2.371148
34.031094-31.636313,2.394781
34.070481-31.636313,2.434168
34.101992-31.636313,2.465679
34.117747-31.636313,2.481434
34.141380-31.636313,2.505067
34.157135-31.636313,2.520822
34.204400-31.636313,2.568087
34.228033-31.636313,2.591720
34.259543-31.636313,2.623230
34.275298-31.636313,2.638985
34.306809-31.636313,2.670496
34.330441-31.636313,2.694128
34.354074-31.636313,2.717761
34.401339-31.636313,2.765026
34.417094-31.636313,2.780781
34.456482-31.636313,2.820169
34.480115-31.636313,2.843802
34.495870-31.636313,2.859557
34.535258-31.636313,2.898945
34.606156-31.636313,2.969843
34.645544-31.636313,3.009231
35.055177-31.636313,3.418864
35.133953-31.636313,3.497640
35.157586-31.636313,3.521273
35.212729-31.636313,3.576416
35.228484-31.636313,3.592171
35.259994-31.636313,3.623681
35.291505-31.636313,3.655192
35.330892-31.636313,3.694579
35.354525-31.636313,3.718212
35.370280-31.636313,3.733967
35.393913-31.636313,3.757600
35.417546-31.636313,3.781233
35.433301-31.636313,3.796988
35.480566-31.636313,3.844253
35.519954-31.636313,3.883641
35.535709-31.636313,3.899396
35.575097-31.636313,3.938784
35.606607-31.636313,3.970294
35.638118-31.636313,4.001805
35.685383-31.636313,4.049070
35.740526-31.636313,4.104213
35.795669-31.636313,4.159356
35.819302-31.636313,4.182989
35.890200-31.636313,4.253887
35.921710-31.636313,4.285397
35.937465-31.636313,4.301152
35.953220-31.636313,4.316907
35.992608-31.636313,4.356295
36.016241-31.636313,4.379928
36.031996-31.636313,4.395683
36.047751-31.636313,4.411438
36.063506-31.636313,4.427193
36.079261-31.636313,4.442948
36.095016-31.636313,4.458703
36.118649-31.636313,4.482336
36.142282-31.636313,4.505969
36.173792-31.636313,4.537479
36.197425-31.636313,4.561112
36.228935-31.636313,4.592622
36.252568-31.636313,4.616255
36.268323-31.636313,4.632010
36.323466-31.636313,4.687153
36.394364-31.636313,4.758051
37.914735-31.636313,6.278422
37.977755-31.636313,6.341442
38.040776-31.636313,6.404463
38.064408-31.636313,6.428095
38.111674-31.636313,6.475361
38.158939-31.636313,6.522626
38.190450-31.636313,6.554137
38.206205-31.636313,6.569892
38.245593-31.636313,6.609280
38.269225-31.636313,6.632912
38.308613-31.636313,6.672300
38.324368-31.636313,6.688055
38.340123-31.636313,6.703810
38.355878-31.636313,6.719565
38.379511-31.636313,6.743198
38.395266-31.636313,6.758953
38.426777-31.636313,6.790464
38.466164-31.636313,6.829851
38.497675-31.636313,6.861362
38.615838-31.636313,6.979525
38.631593-31.636313,6.995280
38.663104-31.636313,7.026791
38.718247-31.636313,7.081934
38.773390-31.636313,7.137077
38.875798-31.636313,7.239485
38.899431-31.636313,7.263118
38.970329-31.636313,7.334016
39.238166-31.636313,7.601853
39.324819-31.636313,7.688506
39.348452-31.636313,7.712139
39.450860-31.636313,7.814547
39.608412-31.636313,7.972099
39.671432-31.636313,8.035119
39.718698-31.636313,8.082385
39.742330-31.636313,8.106017
39.797473-31.636313,8.161160
39.836861-31.636313,8.200548
39.923514-31.636313,8.287201
39.986535-31.636313,8.350222
40.025923-31.636313,8.389610
40.041678-31.636313,8.405365
40.057433-31.636313,8.421120
40.112576-31.636313,8.476263
40.128331-31.636313,8.492018
40.183474-31.636313,8.547161
40.230740-31.636313,8.594427
40.254372-31.636313,8.618059
40.270127-31.636313,8.633814
40.301638-31.636313,8.665325
40.348903-31.636313,8.712590
40.388291-31.636313,8.751978
40.419801-31.636313,8.783488
40.435556-31.636313,8.799243
40.608863-31.636313,8.972550
40.750659-31.636313,9.114346
42.302540-31.636313,10.666227
42.349805-31.636313,10.713492
42.365561-31.636313,10.729248
42.404948-31.636313,10.768635
42.444336-31.636313,10.808023
42.460091-31.636313,10.823778
42.491602-31.636313,10.855289
42.562500-31.636313,10.926187
42.586132-31.636313,10.949819
42.814582-31.636313,11.178269
42.861847-31.636313,11.225534
43.050909-31.636313,11.414596
43.838666-31.636313,12.202353
43.996217-31.636313,12.359904
44.130136-31.636313,12.493823
44.145891-31.636313,12.509578
44.169524-31.636313,12.533211
44.248299-31.636313,12.611986
44.516137-31.636313,12.879824
46.776999-31.636313,15.140686
31.722966-31.707211,0.015755
31.738721-31.707211,0.031510
31.762354-31.707211,0.055143
31.793864-31.707211,0.086653
31.833252-31.707211,0.126041
31.849007-31.707211,0.141796
31.888395-31.707211,0.181184
31.912028-31.707211,0.204817
31.943538-31.707211,0.236327
31.990804-31.707211,0.283593
32.022314-31.707211,0.315103
32.053824-31.707211,0.346613
32.069579-31.707211,0.362368
32.093212-31.707211,0.386001
32.132600-31.707211,0.425389
32.148355-31.707211,0.441144
32.187743-31.707211,0.480532
32.235008-31.707211,0.527797
32.290151-31.707211,0.582940
32.313784-31.707211,0.606573
32.447702-31.707211,0.740491
32.494968-31.707211,0.787757
32.526478-31.707211,0.819267
32.557988-31.707211,0.850777
32.573744-31.707211,0.866533
32.715540-31.707211,1.008329
33.345745-31.707211,1.638534
33.377256-31.707211,1.670045
33.416643-31.707211,1.709432
33.456031-31.707211,1.748820
33.582072-31.707211,1.874861
33.660848-31.707211,1.953637
33.708113-31.707211,2.000902
33.723868-31.707211,2.016657
33.747501-31.707211,2.040290
33.771134-31.707211,2.063923
33.786889-31.707211,2.079678
33.842032-31.707211,2.134821
33.857787-31.707211,2.150576
33.873542-31.707211,2.166331
33.897175-31.707211,2.189964
33.920808-31.707211,2.213597
33.936563-31.707211,2.229352
33.968073-31.707211,2.260862
34.007461-31.707211,2.300250
34.031094-31.707211,2.323883
34.070481-31.707211,2.363270
34.101992-31.707211,2.394781
34.117747-31.707211,2.410536
34.141380-31.707211,2.434169
34.157135-31.707211,2.449924
34.204400-31.707211,2.497189
34.228033-31.707211,2.520822
34.259543-31.707211,2.552332
34.275298-31.707211,2.568087
34.306809-31.707211,2.599598
34.330441-31.707211,2.623230
34.354074-31.707211,2.646863
34.401339-31.707211,2.694128
34.417094-31.707211,2.709883
34.456482-31.707211,2.749271
34.480115-31.707211,2.772904
34.495870-31.707211,2.788659
34.535258-31.707211,2.828047
34.606156-31.707211,2.898945
34.645544-31.707211,2.938333
35.055177-31.707211,3.347966
35.133953-31.707211,3.426742
35.157586-31.707211,3.450375
35.212729-31.707211,3.505518
35.228484-31.707211,3.521273
35.259994-31.707211,3.552783
35.291505-31.707211,3.584294
35.330892-31.707211,3.623681
35.354525-31.707211,3.647314
35.370280-31.707211,3.663069
35.393913-31.707211,3.686702
35.417546-31.707211,3.710335
35.433301-31.707211,3.726090
35.480566-31.707211,3.773355
35.519954-31.707211,3.812743
35.535709-31.707211,3.828498
35.575097-31.707211,3.867886
35.606607-31.707211,3.899396
35.638118-31.707211,3.930907
35.685383-31.707211,3.978172
35.740526-31.707211,4.033315
35.795669-31.707211,4.088458
35.819302-31.707211,4.112091
35.890200-31.707211,4.182989
35.921710-31.707211,4.214499
35.937465-31.707211,4.230254
35.953220-31.707211,4.246009
35.992608-31.707211,4.285397
36.016241-31.707211,4.309030
36.031996-31.707211,4.324785
36.047751-31.707211,4.340540
36.063506-31.707211,4.356295
36.079261-31.707211,4.372050
36.095016-31.707211,4.387805
36.118649-31.707211,4.411438
36.142282-31.707211,4.435071
36.173792-31.707211,4.466581
36.197425-31.707211,4.490214
36.228935-31.707211,4.521724
36.252568-31.707211,4.545357
36.268323-31.707211,4.561112
36.323466-31.707211,4.616255
36.394364-31.707211,4.687153
37.914735-31.707211,6.207524
37.977755-31.707211,6.270544
38.040776-31.707211,6.333565
38.064408-31.707211,6.357197
38.111674-31.707211,6.404463
38.158939-31.707211,6.451728
38.190450-31.707211,6.483239
38.206205-31.707211,6.498994
38.245593-31.707211,6.538382
38.269225-31.707211,6.562014
38.308613-31.707211,6.601402
38.324368-31.707211,6.617157
38.340123-31.707211,6.632912
