Pair,Delta (microHz)
180.971370-153.313230,27.658140
180.995000-153.313230,27.681770
181.010760-153.313230,27.697530
181.034390-153.313230,27.721160
181.050140-153.313230,27.736910
181.097410-153.313230,27.784180
181.302230-153.313230,27.989000
182.247540-153.313230,28.934310
182.286920-153.313230,28.973690
182.302680-153.313230,28.989450
182.334190-153.313230,29.020960
182.357820-153.313230,29.044590
182.373580-153.313230,29.060350
182.412960-153.313230,29.099730
182.428720-153.313230,29.115490
182.460230-153.313230,29.147000
182.491740-153.313230,29.178510
182.515370-153.313230,29.202140
182.531130-153.313230,29.217900
182.546880-153.313230,29.233650
182.570520-153.313230,29.257290
182.594150-153.313230,29.280920
182.609900-153.313230,29.296670
184.634440-153.313230,31.321210
186.997710-153.313230,33.684480
187.013460-153.313230,33.700230
187.029220-153.313230,33.715990
187.052850-153.313230,33.739620
187.391590-153.313230,34.078360
187.430970-153.313230,34.117740
187.454610-153.313230,34.141380
187.470360-153.313230,34.157130
188.943470-153.313230,35.630240
188.967100-153.313230,35.653870
188.990730-153.313230,35.677500
189.022240-153.313230,35.709010
189.038000-153.313230,35.724770
189.053750-153.313230,35.740520
189.069510-153.313230,35.756280
189.085260-153.313230,35.772030
189.108900-153.313230,35.795670
189.148280-153.313230,35.835050
189.164040-153.313230,35.850810
189.195550-153.313230,35.882320
189.219180-153.313230,35.905950
189.258570-153.313230,35.945340
189.290080-153.313230,35.976850
189.329470-153.313230,36.016240
189.345220-153.313230,36.031990
190.755310-153.313230,37.442080
190.794700-153.313230,37.481470
190.889230-153.313230,37.576000
191.164940-153.313230,37.851710
191.188570-153.313230,37.875340
193.748780-153.313230,40.435550
194.119030-153.313230,40.805800
194.284460-153.313230,40.971230
194.323850-153.313230,41.010620
194.339600-153.313230,41.026370
194.363230-153.313230,41.050000
194.410500-153.313230,41.097270
194.434130-153.313230,41.120900
194.489280-153.313230,41.176050
194.512910-153.313230,41.199680
194.528660-153.313230,41.215430
194.583810-153.313230,41.270580
194.599560-153.313230,41.286330
194.623190-153.313230,41.309960
194.638950-153.313230,41.325720
195.080090-153.313230,41.766860
195.796950-153.313230,42.483720
195.836340-153.313230,42.523110
195.875730-153.313230,42.562500
195.899360-153.313230,42.586130
195.915120-153.313230,42.601890
195.930870-153.313230,42.617640
195.954500-153.313230,42.641270
196.001770-153.313230,42.688540
196.025400-153.313230,42.712170
196.041160-153.313230,42.727930
196.056910-153.313230,42.743680
196.080540-153.313230,42.767310
196.112050-153.313230,42.798820
196.127810-153.313230,42.814580
196.151440-153.313230,42.838210
196.167200-153.313230,42.853970
196.198710-153.313230,42.885480
196.245970-153.313230,42.932740
196.450790-153.313230,43.137560
200.247780-153.313230,46.934550
200.263530-153.313230,46.950300
200.633780-153.313230,47.320550
200.649530-153.313230,47.336300
200.681040-153.313230,47.367810
202.461370-153.313230,49.148140
202.532270-153.313230,49.219040
202.603170-153.313230,49.289940
202.626800-153.313230,49.313570
202.721330-153.313230,49.408100
202.737090-153.313230,49.423860
202.752840-153.313230,49.439610
202.776480-153.313230,49.463250
202.792230-153.313230,49.479000
202.823740-153.313230,49.510510
202.847380-153.313230,49.534150
202.894640-153.313230,49.581410
202.918270-153.313230,49.605040
202.941910-153.313230,49.628680
202.957660-153.313230,49.644430
202.997050-153.313230,49.683820
204.533170-153.313230,51.219940
204.572560-153.313230,51.259330
204.911300-153.313230,51.598070
204.927050-153.313230,51.613820
204.942810-153.313230,51.629580
208.007180-153.313230,54.693950
208.148980-153.313230,54.835750
208.172610-153.313230,54.859380
208.314410-153.313230,55.001180
209.771760-153.313230,56.458530
209.787510-153.313230,56.474280
209.819020-153.313230,56.505790
209.834780-153.313230,56.521550
209.897800-153.313230,56.584570
209.921430-153.313230,56.608200
209.952940-153.313230,56.639710
210.031720-153.313230,56.718490
210.086860-153.313230,56.773630
217.247570-153.313230,63.934340
217.286960-153.313230,63.973730
217.365730-153.313230,64.052500
222.171050-153.313230,68.857820
222.446760-153.313230,69.133530
223.620520-153.313230,70.307290
153.502290-153.360490,0.141800
154.754820-153.360490,1.394330
154.802090-153.360490,1.441600
154.825720-153.360490,1.465230
154.857230-153.360490,1.496740
154.951760-153.360490,1.591270
154.967520-153.360490,1.607030
154.991150-153.360490,1.630660
155.022660-153.360490,1.662170
155.054170-153.360490,1.693680
155.085680-153.360490,1.725190
155.109310-153.360490,1.748820
155.180210-153.360490,1.819720
155.227480-153.360490,1.866990
158.433650-153.360490,5.073160
160.135200-153.360490,6.774710
160.363650-153.360490,7.003160
160.450300-153.360490,7.089810
160.466060-153.360490,7.105570
160.859940-153.360490,7.499450
160.875690-153.360490,7.515200
161.742230-153.360490,8.381740
161.828880-153.360490,8.468390
161.844630-153.360490,8.484140
161.899780-153.360490,8.539290
161.915530-153.360490,8.555040
161.947040-153.360490,8.586550
162.025820-153.360490,8.665330
162.041570-153.360490,8.681080
162.080960-153.360490,8.720470
162.120350-153.360490,8.759860
162.143980-153.360490,8.783490
162.230630-153.360490,8.870140
163.349250-153.360490,9.988760
163.569820-153.360490,10.209330
163.774640-153.360490,10.414150
166.003990-153.360490,12.643500
166.791750-153.360490,13.431260
166.815380-153.360490,13.454890
166.886280-153.360490,13.525790
166.941420-153.360490,13.580930
166.972930-153.360490,13.612440
167.020200-153.360490,13.659710
167.059580-153.360490,13.699090
167.091090-153.360490,13.730600
167.114730-153.360490,13.754240
167.130480-153.360490,13.769990
167.240770-153.360490,13.880280
167.256520-153.360490,13.896030
167.280160-153.360490,13.919670
168.367260-153.360490,15.006770
168.383020-153.360490,15.022530
168.556320-153.360490,15.195830
168.579950-153.360490,15.219460
168.595710-153.360490,15.235220
168.627220-153.360490,15.266730
168.650850-153.360490,15.290360
168.690240-153.360490,15.329750
168.706000-153.360490,15.345510
168.721750-153.360490,15.361260
168.745380-153.360490,15.384890
168.761140-153.360490,15.400650
168.776890-153.360490,15.416400
168.800530-153.360490,15.440040
168.816280-153.360490,15.455790
168.832040-153.360490,15.471550
168.863550-153.360490,15.503060
168.895060-153.360490,15.534570
169.013220-153.360490,15.652730
170.832940-153.360490,17.472450
172.833840-153.360490,19.473350
172.865350-153.360490,19.504860
173.093800-153.360490,19.733310
173.259230-153.360490,19.898740
173.282860-153.360490,19.922370
173.298620-153.360490,19.938130
174.929270-153.360490,21.568780
174.952910-153.360490,21.592420
174.968660-153.360490,21.608170
174.984420-153.360490,21.623930
175.015930-153.360490,21.655440
175.055320-153.360490,21.694830
175.086830-153.360490,21.726340
175.110460-153.360490,21.749970
175.228620-153.360490,21.868130
175.260130-153.360490,21.899640
175.291640-153.360490,21.931150
176.181810-153.360490,22.821320
176.197560-153.360490,22.837070
176.221200-153.360490,22.860710
176.284220-153.360490,22.923730
176.299970-153.360490,22.939480
176.339360-153.360490,22.978870
176.362990-153.360490,23.002500
176.394500-153.360490,23.034010
176.457520-153.360490,23.097030
176.591440-153.360490,23.230950
176.615070-153.360490,23.254580
176.630830-153.360490,23.270340
176.646580-153.360490,23.286090
179.049240-153.360490,25.688750
180.396310-153.360490,27.035820
180.577490-153.360490,27.217000
180.616880-153.360490,27.256390
180.648390-153.360490,27.287900
180.664140-153.360490,27.303650
180.687780-153.360490,27.327290
180.711410-153.360490,27.350920
180.742920-153.360490,27.382430
180.758670-153.360490,27.398180
180.782310-153.360490,27.421820
180.884720-153.360490,27.524230
180.955610-153.360490,27.595120
180.971370-153.360490,27.610880
180.995000-153.360490,27.634510
181.010760-153.360490,27.650270
181.034390-153.360490,27.673900
181.050140-153.360490,27.689650
181.097410-153.360490,27.736920
181.302230-153.360490,27.941740
182.247540-153.360490,28.887050
182.286920-153.360490,28.926430
182.302680-153.360490,28.942190
182.334190-153.360490,28.973700
182.357820-153.360490,28.997330
182.373580-153.360490,29.013090
182.412960-153.360490,29.052470
182.428720-153.360490,29.068230
182.460230-153.360490,29.099740
182.491740-153.360490,29.131250
182.515370-153.360490,29.154880
182.531130-153.360490,29.170640
182.546880-153.360490,29.186390
182.570520-153.360490,29.210030
182.594150-153.360490,29.233660
182.609900-153.360490,29.249410
184.634440-153.360490,31.273950
186.997710-153.360490,33.637220
187.013460-153.360490,33.652970
187.029220-153.360490,33.668730
187.052850-153.360490,33.692360
187.391590-153.360490,34.031100
187.430970-153.360490,34.070480
187.454610-153.360490,34.094120
187.470360-153.360490,34.109870
188.943470-153.360490,35.582980
188.967100-153.360490,35.606610
188.990730-153.360490,35.630240
189.022240-153.360490,35.661750
189.038000-153.360490,35.677510
189.053750-153.360490,35.693260
189.069510-153.360490,35.709020
189.085260-153.360490,35.724770
189.108900-153.360490,35.748410
189.148280-153.360490,35.787790
189.164040-153.360490,35.803550
189.195550-153.360490,35.835060
189.219180-153.360490,35.858690
189.258570-153.360490,35.898080
189.290080-153.360490,35.929590
189.329470-153.360490,35.968980
189.345220-153.360490,35.984730
190.755310-153.360490,37.394820
190.794700-153.360490,37.434210
190.889230-153.360490,37.528740
191.164940-153.360490,37.804450
191.188570-153.360490,37.828080
193.748780-153.360490,40.388290
194.119030-153.360490,40.758540
194.284460-153.360490,40.923970
194.323850-153.360490,40.963360
194.339600-153.360490,40.979110
194.363230-153.360490,41.002740
194.410500-153.360490,41.050010
194.434130-153.360490,41.073640
194.489280-153.360490,41.128790
194.512910-153.360490,41.152420
194.528660-153.360490,41.168170
194.583810-153.360490,41.223320
194.599560-153.360490,41.239070
194.623190-153.360490,41.262700
194.638950-153.360490,41.278460
195.080090-153.360490,41.719600
195.796950-153.360490,42.436460
195.836340-153.360490,42.475850
195.875730-153.360490,42.515240
195.899360-153.360490,42.538870
195.915120-153.360490,42.554630
195.930870-153.360490,42.570380
195.954500-153.360490,42.594010
196.001770-153.360490,42.641280
196.025400-153.360490,42.664910
196.041160-153.360490,42.680670
196.056910-153.360490,42.696420
196.080540-153.360490,42.720050
196.112050-153.360490,42.751560
196.127810-153.360490,42.767320
196.151440-153.360490,42.790950
196.167200-153.360490,42.806710
196.198710-153.360490,42.838220
196.245970-153.360490,42.885480
196.450790-153.360490,43.090300
200.247780-153.360490,46.887290
200.263530-153.360490,46.903040
200.633780-153.360490,47.273290
200.649530-153.360490,47.289040
200.681040-153.360490,47.320550
202.461370-153.360490,49.100880
202.532270-153.360490,49.171780
202.603170-153.360490,49.242680
202.626800-153.360490,49.266310
202.721330-153.360490,49.360840
202.737090-153.360490,49.376600
202.752840-153.360490,49.392350
202.776480-153.360490,49.415990
202.792230-153.360490,49.431740
202.823740-153.360490,49.463250
202.847380-153.360490,49.486890
202.894640-153.360490,49.534150
202.918270-153.360490,49.557780
202.941910-153.360490,49.581420
202.957660-153.360490,49.597170
202.997050-153.360490,49.636560
204.533170-153.360490,51.172680
204.572560-153.360490,51.212070
204.911300-153.360490,51.550810
204.927050-153.360490,51.566560
204.942810-153.360490,51.582320
208.007180-153.360490,54.646690
208.148980-153.360490,54.788490
208.172610-153.360490,54.812120
208.314410-153.360490,54.953920
209.771760-153.360490,56.411270
209.787510-153.360490,56.427020
209.819020-153.360490,56.458530
209.834780-153.360490,56.474290
209.897800-153.360490,56.537310
209.921430-153.360490,56.560940
209.952940-153.360490,56.592450
210.031720-153.360490,56.671230
210.086860-153.360490,56.726370
217.247570-153.360490,63.887080
217.286960-153.360490,63.926470
217.365730-153.360490,64.005240
222.171050-153.360490,68.810560
222.446760-153.360490,69.086270
223.620520-153.360490,70.260030
154.754820-153.502290,1.252530
154.802090-153.502290,1.299800
154.825720-153.502290,1.323430
154.857230-153.502290,1.354940
154.951760-153.502290,1.449470
154.967520-153.502290,1.465230
154.991150-153.502290,1.488860
155.022660-153.502290,1.520370
155.054170-153.502290,1.551880
155.085680-153.502290,1.583390
155.109310-153.502290,1.607020
155.180210-153.502290,1.677920
155.227480-153.502290,1.725190
158.433650-153.502290,4.931360
160.135200-153.502290,6.632910
160.363650-153.502290,6.861360
160.450300-153.502290,6.948010
160.466060-153.502290,6.963770
160.859940-153.502290,7.357650
160.875690-153.502290,7.373400
161.742230-153.502290,8.239940
161.828880-153.502290,8.326590
161.844630-153.502290,8.342340
161.899780-153.502290,8.397490
161.915530-153.502290,8.413240
161.947040-153.502290,8.444750
162.025820-153.502290,8.523530
162.041570-153.502290,8.539280
162.080960-153.502290,8.578670
162.120350-153.502290,8.618060
162.143980-153.502290,8.641690
162.230630-153.502290,8.728340
163.349250-153.502290,9.846960
163.569820-153.502290,10.067530
163.774640-153.502290,10.272350
166.003990-153.502290,12.501700
166.791750-153.502290,13.289460
166.815380-153.502290,13.313090
166.886280-153.502290,13.383990
166.941420-153.502290,13.439130
166.972930-153.502290,13.470640
167.020200-153.502290,13.517910
167.059580-153.502290,13.557290
167.091090-153.502290,13.588800
167.114730-153.502290,13.612440
167.130480-153.502290,13.628190
167.240770-153.502290,13.738480
167.256520-153.502290,13.754230
167.280160-153.502290,13.777870
168.367260-153.502290,14.864970
168.383020-153.502290,14.880730
168.556320-153.502290,15.054030
168.579950-153.502290,15.077660
168.595710-153.502290,15.093420
168.627220-153.502290,15.124930
168.650850-153.502290,15.148560
168.690240-153.502290,15.187950
168.706000-153.502290,15.203710
168.721750-153.502290,15.219460
168.745380-153.502290,15.243090
168.761140-153.502290,15.258850
168.776890-153.502290,15.274600
168.800530-153.502290,15.298240
168.816280-153.502290,15.313990
168.832040-153.502290,15.329750
168.863550-153.502290,15.361260
168.895060-153.502290,15.392770
169.013220-153.502290,15.510930
170.832940-153.502290,17.330650
172.833840-153.502290,19.331550
172.865350-153.502290,19.363060
173.093800-153.502290,19.591510
173.259230-153.502290,19.756940
173.282860-153.502290,19.780570
173.298620-153.502290,19.796330
174.929270-153.502290,21.426980
174.952910-153.502290,21.450620
174.968660-153.502290,21.466370
174.984420-153.502290,21.482130
175.015930-153.502290,21.513640
175.055320-153.502290,21.553030
175.086830-153.502290,21.584540
175.110460-153.502290,21.608170
175.228620-153.502290,21.726330
175.260130-153.502290,21.757840
175.291640-153.502290,21.789350
176.181810-153.502290,22.679520
176.197560-153.502290,22.695270
176.221200-153.502290,22.718910
176.284220-153.502290,22.781930
176.299970-153.502290,22.797680
176.339360-153.502290,22.837070
176.362990-153.502290,22.860700
176.394500-153.502290,22.892210
176.457520-153.502290,22.955230
176.591440-153.502290,23.089150
176.615070-153.502290,23.112780
176.630830-153.502290,23.128540
176.646580-153.502290,23.144290
179.049240-153.502290,25.546950
