Pair,Delta (microHz)
141.523910-108.637050,32.886860
141.620610-108.637050,32.983560
141.652840-108.637050,33.015790
141.685080-108.637050,33.048030
141.717310-108.637050,33.080260
142.023540-108.637050,33.386490
142.619870-108.637050,33.982820
142.644040-108.637050,34.006990
142.756860-108.637050,34.119810
142.789100-108.637050,34.152050
142.805210-108.637050,34.168160
142.853560-108.637050,34.216510
142.885800-108.637050,34.248750
142.918030-108.637050,34.280980
142.974440-108.637050,34.337390
143.030850-108.637050,34.393800
143.256490-108.637050,34.619440
146.318730-108.637050,37.681680
147.551690-108.637050,38.914640
147.648390-108.637050,39.011340
147.680620-108.637050,39.043570
147.696740-108.637050,39.059690
147.712860-108.637050,39.075810
147.753150-108.637050,39.116100
147.793440-108.637050,39.156390
148.510650-108.637050,39.873600
148.526770-108.637050,39.889720
110.007000-109.475130,0.531870
111.135190-109.475130,1.660060
111.159370-109.475130,1.684240
111.183540-109.475130,1.708410
111.199660-109.475130,1.724530
111.223830-109.475130,1.748700
111.256070-109.475130,1.780940
111.272190-109.475130,1.797060
111.288300-109.475130,1.813170
111.320540-109.475130,1.845410
111.344710-109.475130,1.869580
111.376950-109.475130,1.901820
111.401120-109.475130,1.925990
111.417240-109.475130,1.942110
111.441410-109.475130,1.966280
111.457530-109.475130,1.982400
111.473650-109.475130,1.998520
111.522000-109.475130,2.046870
111.538120-109.475130,2.062990
111.554230-109.475130,2.079100
111.578410-109.475130,2.103280
111.667050-109.475130,2.191920
111.852400-109.475130,2.377270
112.029690-109.475130,2.554560
112.053860-109.475130,2.578730
112.263380-109.475130,2.788250
112.360090-109.475130,2.884960
112.376200-109.475130,2.901070
112.440670-109.475130,2.965540
112.489020-109.475130,3.013890
112.529320-109.475130,3.054190
112.561550-109.475130,3.086420
112.593780-109.475130,3.118650
112.626020-109.475130,3.150890
112.682430-109.475130,3.207300
112.698540-109.475130,3.223410
112.730780-109.475130,3.255650
112.883890-109.475130,3.408760
113.834800-109.475130,4.359670
114.213550-109.475130,4.738420
114.834060-109.475130,5.358930
116.179830-109.475130,6.704700
116.212060-109.475130,6.736930
116.856750-109.475130,7.381620
117.090440-109.475130,7.615310
117.138790-109.475130,7.663660
117.171030-109.475130,7.695900
117.187150-109.475130,7.712020
117.211320-109.475130,7.736190
117.227440-109.475130,7.752310
117.573960-109.475130,8.098830
117.598130-109.475130,8.123000
117.638420-109.475130,8.163290
117.735130-109.475130,8.260000
117.751240-109.475130,8.276110
117.767360-109.475130,8.292230
117.807650-109.475130,8.332520
117.823770-109.475130,8.348640
117.839890-109.475130,8.364760
117.856000-109.475130,8.380870
117.880180-109.475130,8.405050
117.904360-109.475130,8.429230
117.936590-109.475130,8.461460
117.968820-109.475130,8.493690
117.993000-109.475130,8.517870
118.017170-109.475130,8.542040
118.049410-109.475130,8.574280
118.073580-109.475130,8.598450
118.194460-109.475130,8.719330
118.234760-109.475130,8.759630
118.266990-109.475130,8.791860
118.468450-109.475130,8.993320
118.508750-109.475130,9.033620
118.540980-109.475130,9.065850
118.581270-109.475130,9.106140
118.613510-109.475130,9.138380
118.718270-109.475130,9.243140
118.806910-109.475130,9.331780
119.548300-109.475130,10.073170
120.628140-109.475130,11.153010
120.950480-109.475130,11.475350
121.047180-109.475130,11.572050
121.111650-109.475130,11.636520
121.127770-109.475130,11.652640
121.200290-109.475130,11.725160
121.216410-109.475130,11.741280
121.248650-109.475130,11.773520
121.288940-109.475130,11.813810
121.321170-109.475130,11.846040
121.353410-109.475130,11.878280
121.369520-109.475130,11.894390
121.385640-109.475130,11.910510
121.417870-109.475130,11.942740
121.442050-109.475130,11.966920
121.466230-109.475130,11.991100
121.482340-109.475130,12.007210
121.498460-109.475130,12.023330
121.530690-109.475130,12.055560
121.546810-109.475130,12.071680
121.619340-109.475130,12.144210
121.675750-109.475130,12.200620
121.748270-109.475130,12.273140
121.828860-109.475130,12.353730
121.925560-109.475130,12.450430
121.941680-109.475130,12.466550
122.264020-109.475130,12.788890
122.352660-109.475130,12.877530
122.409070-109.475130,12.933940
122.441310-109.475130,12.966180
122.465480-109.475130,12.990350
122.505780-109.475130,13.030650
122.538010-109.475130,13.062880
122.554130-109.475130,13.079000
122.570240-109.475130,13.095110
122.594420-109.475130,13.119290
122.610540-109.475130,13.135410
122.626650-109.475130,13.151520
122.642770-109.475130,13.167640
122.658890-109.475130,13.183760
122.691120-109.475130,13.215990
122.707240-109.475130,13.232110
122.723360-109.475130,13.248230
122.739470-109.475130,13.264340
122.787820-109.475130,13.312690
122.812000-109.475130,13.336870
122.844230-109.475130,13.369100
122.876470-109.475130,13.401340
122.908700-109.475130,13.433570
122.932880-109.475130,13.457750
123.021520-109.475130,13.546390
124.351180-109.475130,14.876050
124.810520-109.475130,15.335390
124.850810-109.475130,15.375680
125.302090-109.475130,15.826960
126.067650-109.475130,16.592520
126.333580-109.475130,16.858450
126.365810-109.475130,16.890680
126.381930-109.475130,16.906800
127.074960-109.475130,17.599830
127.252250-109.475130,17.777120
127.357010-109.475130,17.881880
127.389250-109.475130,17.914120
127.413420-109.475130,17.938290
127.429540-109.475130,17.954410
127.445660-109.475130,17.970530
127.485950-109.475130,18.010820
127.832460-109.475130,18.357330
127.848580-109.475130,18.373450
127.929170-109.475130,18.454040
127.945280-109.475130,18.470150
127.993640-109.475130,18.518510
128.041990-109.475130,18.566860
128.058100-109.475130,18.582970
128.090340-109.475130,18.615210
128.106450-109.475130,18.631320
128.130630-109.475130,18.655500
128.154810-109.475130,18.679680
128.404620-109.475130,18.929490
129.081540-109.475130,19.606410
129.105710-109.475130,19.630580
129.129890-109.475130,19.654760
131.120340-109.475130,21.645210
131.144520-109.475130,21.669390
131.305690-109.475130,21.830560
131.321810-109.475130,21.846680
131.337930-109.475130,21.862800
131.370160-109.475130,21.895030
131.394330-109.475130,21.919200
131.418510-109.475130,21.943380
131.450740-109.475130,21.975610
131.474920-109.475130,21.999790
131.499100-109.475130,22.023970
131.515210-109.475130,22.040080
131.587740-109.475130,22.112610
131.611920-109.475130,22.136790
132.095430-109.475130,22.620300
132.224360-109.475130,22.749230
132.361360-109.475130,22.886230
132.401650-109.475130,22.926520
132.417770-109.475130,22.942640
132.441940-109.475130,22.966810
132.458060-109.475130,22.982930
132.474180-109.475130,22.999050
132.490300-109.475130,23.015170
132.522530-109.475130,23.047400
132.538650-109.475130,23.063520
132.554760-109.475130,23.079630
132.595060-109.475130,23.119930
132.619230-109.475130,23.144100
132.651470-109.475130,23.176340
132.683700-109.475130,23.208570
132.740110-109.475130,23.264980
132.764290-109.475130,23.289160
132.780400-109.475130,23.305270
132.836810-109.475130,23.361680
132.852930-109.475130,23.377800
132.877100-109.475130,23.401970
132.909340-109.475130,23.434210
134.956210-109.475130,25.481080
136.954720-109.475130,27.479590
136.995010-109.475130,27.519880
137.752520-109.475130,28.277390
137.816980-109.475130,28.341850
137.833100-109.475130,28.357970
137.849220-109.475130,28.374090
137.865330-109.475130,28.390200
137.889510-109.475130,28.414380
137.905630-109.475130,28.430500
137.921740-109.475130,28.446610
137.953980-109.475130,28.478850
137.978150-109.475130,28.503020
138.018450-109.475130,28.543320
138.058740-109.475130,28.583610
138.784010-109.475130,29.308880
138.816240-109.475130,29.341110
141.016220-109.475130,31.541090
141.411090-109.475130,31.935960
141.523910-109.475130,32.048780
141.620610-109.475130,32.145480
141.652840-109.475130,32.177710
141.685080-109.475130,32.209950
141.717310-109.475130,32.242180
142.023540-109.475130,32.548410
142.619870-109.475130,33.144740
142.644040-109.475130,33.168910
142.756860-109.475130,33.281730
142.789100-109.475130,33.313970
142.805210-109.475130,33.330080
142.853560-109.475130,33.378430
142.885800-109.475130,33.410670
142.918030-109.475130,33.442900
142.974440-109.475130,33.499310
143.030850-109.475130,33.555720
143.256490-109.475130,33.781360
146.318730-109.475130,36.843600
147.551690-109.475130,38.076560
147.648390-109.475130,38.173260
147.680620-109.475130,38.205490
147.696740-109.475130,38.221610
147.712860-109.475130,38.237730
147.753150-109.475130,38.278020
147.793440-109.475130,38.318310
148.510650-109.475130,39.035520
148.526770-109.475130,39.051640
111.135190-110.007000,1.128190
111.159370-110.007000,1.152370
111.183540-110.007000,1.176540
111.199660-110.007000,1.192660
111.223830-110.007000,1.216830
111.256070-110.007000,1.249070
111.272190-110.007000,1.265190
111.288300-110.007000,1.281300
111.320540-110.007000,1.313540
111.344710-110.007000,1.337710
111.376950-110.007000,1.369950
111.401120-110.007000,1.394120
111.417240-110.007000,1.410240
111.441410-110.007000,1.434410
111.457530-110.007000,1.450530
111.473650-110.007000,1.466650
111.522000-110.007000,1.515000
111.538120-110.007000,1.531120
111.554230-110.007000,1.547230
111.578410-110.007000,1.571410
111.667050-110.007000,1.660050
111.852400-110.007000,1.845400
112.029690-110.007000,2.022690
112.053860-110.007000,2.046860
112.263380-110.007000,2.256380
112.360090-110.007000,2.353090
112.376200-110.007000,2.369200
112.440670-110.007000,2.433670
112.489020-110.007000,2.482020
112.529320-110.007000,2.522320
112.561550-110.007000,2.554550
112.593780-110.007000,2.586780
112.626020-110.007000,2.619020
112.682430-110.007000,2.675430
112.698540-110.007000,2.691540
112.730780-110.007000,2.723780
112.883890-110.007000,2.876890
113.834800-110.007000,3.827800
114.213550-110.007000,4.206550
114.834060-110.007000,4.827060
116.179830-110.007000,6.172830
116.212060-110.007000,6.205060
116.856750-110.007000,6.849750
117.090440-110.007000,7.083440
117.138790-110.007000,7.131790
117.171030-110.007000,7.164030
117.187150-110.007000,7.180150
117.211320-110.007000,7.204320
117.227440-110.007000,7.220440
117.573960-110.007000,7.566960
117.598130-110.007000,7.591130
117.638420-110.007000,7.631420
117.735130-110.007000,7.728130
117.751240-110.007000,7.744240
117.767360-110.007000,7.760360
117.807650-110.007000,7.800650
117.823770-110.007000,7.816770
117.839890-110.007000,7.832890
117.856000-110.007000,7.849000
117.880180-110.007000,7.873180
117.904360-110.007000,7.897360
117.936590-110.007000,7.929590
117.968820-110.007000,7.961820
117.993000-110.007000,7.986000
118.017170-110.007000,8.010170
118.049410-110.007000,8.042410
118.073580-110.007000,8.066580
118.194460-110.007000,8.187460
118.234760-110.007000,8.227760
118.266990-110.007000,8.259990
118.468450-110.007000,8.461450
118.508750-110.007000,8.501750
118.540980-110.007000,8.533980
118.581270-110.007000,8.574270
118.613510-110.007000,8.606510
118.718270-110.007000,8.711270
118.806910-110.007000,8.799910
119.548300-110.007000,9.541300
120.628140-110.007000,10.621140
120.950480-110.007000,10.943480
121.047180-110.007000,11.040180
121.111650-110.007000,11.104650
121.127770-110.007000,11.120770
121.200290-110.007000,11.193290
121.216410-110.007000,11.209410
121.248650-110.007000,11.241650
121.288940-110.007000,11.281940
121.321170-110.007000,11.314170
121.353410-110.007000,11.346410
121.369520-110.007000,11.362520
121.385640-110.007000,11.378640
121.417870-110.007000,11.410870
121.442050-110.007000,11.435050
121.466230-110.007000,11.459230
121.482340-110.007000,11.475340
121.498460-110.007000,11.491460
121.530690-110.007000,11.523690
121.546810-110.007000,11.539810
121.619340-110.007000,11.612340
121.675750-110.007000,11.668750
121.748270-110.007000,11.741270
121.828860-110.007000,11.821860
121.925560-110.007000,11.918560
121.941680-110.007000,11.934680
122.264020-110.007000,12.257020
122.352660-110.007000,12.345660
122.409070-110.007000,12.402070
122.441310-110.007000,12.434310
122.465480-110.007000,12.458480
122.505780-110.007000,12.498780
122.538010-110.007000,12.531010
122.554130-110.007000,12.547130
122.570240-110.007000,12.563240
122.594420-110.007000,12.587420
122.610540-110.007000,12.603540
122.626650-110.007000,12.619650
122.642770-110.007000,12.635770
122.658890-110.007000,12.651890
122.691120-110.007000,12.684120
122.707240-110.007000,12.700240
122.723360-110.007000,12.716360
122.739470-110.007000,12.732470
122.787820-110.007000,12.780820
122.812000-110.007000,12.805000
122.844230-110.007000,12.837230
122.876470-110.007000,12.869470
122.908700-110.007000,12.901700
122.932880-110.007000,12.925880
123.021520-110.007000,13.014520
124.351180-110.007000,14.344180
124.810520-110.007000,14.803520
124.850810-110.007000,14.843810
125.302090-110.007000,15.295090
126.067650-110.007000,16.060650
126.333580-110.007000,16.326580
126.365810-110.007000,16.358810
126.381930-110.007000,16.374930
127.074960-110.007000,17.067960
127.252250-110.007000,17.245250
127.357010-110.007000,17.350010
127.389250-110.007000,17.382250
127.413420-110.007000,17.406420
127.429540-110.007000,17.422540
127.445660-110.007000,17.438660
127.485950-110.007000,17.478950
127.832460-110.007000,17.825460
127.848580-110.007000,17.841580
127.929170-110.007000,17.922170
127.945280-110.007000,17.938280
127.993640-110.007000,17.986640
128.041990-110.007000,18.034990
128.058100-110.007000,18.051100
128.090340-110.007000,18.083340
128.106450-110.007000,18.099450
128.130630-110.007000,18.123630
128.154810-110.007000,18.147810
128.404620-110.007000,18.397620
129.081540-110.007000,19.074540
129.105710-110.007000,19.098710
129.129890-110.007000,19.122890
131.120340-110.007000,21.113340
131.144520-110.007000,21.137520
131.305690-110.007000,21.298690
131.321810-110.007000,21.314810
131.337930-110.007000,21.330930
131.370160-110.007000,21.363160
131.394330-110.007000,21.387330
131.418510-110.007000,21.411510
131.450740-110.007000,21.443740
131.474920-110.007000,21.467920
131.499100-110.007000,21.492100
131.515210-110.007000,21.508210
131.587740-110.007000,21.580740
131.611920-110.007000,21.604920
132.095430-110.007000,22.088430
132.224360-110.007000,22.217360
132.361360-110.007000,22.354360
132.401650-110.007000,22.394650
132.417770-110.007000,22.410770
132.441940-110.007000,22.434940
132.458060-110.007000,22.451060
132.474180-110.007000,22.467180
132.490300-110.007000,22.483300
132.522530-110.007000,22.515530
132.538650-110.007000,22.531650
132.554760-110.007000,22.547760
132.595060-110.007000,22.588060
132.619230-110.007000,22.612230
132.651470-110.007000,22.644470
132.683700-110.007000,22.676700
132.740110-110.007000,22.733110
132.764290-110.007000,22.757290
132.780400-110.007000,22.773400
132.836810-110.007000,22.829810
132.852930-110.007000,22.845930
132.877100-110.007000,22.870100
132.909340-110.007000,22.902340
134.956210-110.007000,24.949210
136.954720-110.007000,26.947720
136.995010-110.007000,26.988010
137.752520-110.007000,27.745520
137.816980-110.007000,27.809980
137.833100-110.007000,27.826100
137.849220-110.007000,27.842220
137.865330-110.007000,27.858330
137.889510-110.007000,27.882510
137.905630-110.007000,27.898630
137.921740-110.007000,27.914740
137.953980-110.007000,27.946980
137.978150-110.007000,27.971150
138.018450-110.007000,28.011450
138.058740-110.007000,28.051740
138.784010-110.007000,28.777010
138.816240-110.007000,28.809240
141.016220-110.007000,31.009220
141.411090-110.007000,31.404090
141.523910-110.007000,31.516910
